3925,39408.3
3926,38643.3
3927,38679.6
3928,38785.8
3929,38574.2
3930,38850.7
3931,38713.9
3932,38687.1
3933,38657
3934,38543.1
3935,38620.5
3936,38612.9
3937,38644.4
3938,38613.7
3939,38629.7
3967,39082.1
3968,39164
3969,38859.6
3970,38975.2
3971,39242.6
3972,38985.2
3973,38429.4
3974,38616.7
3975,38647.6
3976,38694.4
3977,38671.2
3978,38711.4
3979,38803.9
3980,38455.2
3981,38632.4
3982,38487.9
3983,38817.9
3984,38514
3985,38568.8
3986,38414.6
3987,38520.7
3988,38431.9
3989,38495.4
3990,38496
3991,38769.2
3993,38457
3994,38514.1
3995,38816.5
3996,38412.7
3997,38717.9
4012,38577.8
4013,38515.5
4014,38425.4
4015,38471.2
4016,38745.3
4017,38671.2
4018,38567.9
4020,38777.2
4021,38658
4022,38680.8
4023,38677.2
4024,38768.5
4025,38517.5
4028,38343.7
4029,38940.8
4030,39790.2
4031,46298.3
4032,49785.5
4033,50037.4
4034,49614.7
4035,38668.8
4039,38685.4
4040,38490.1
4042,38364.7
4043,38825.4
4044,38911.6
4045,38887.1
4046,38292.8
4051,53007
4052,50368.9
4053,50346
4054,50292.1
4055,50311.4
4056,50410.3
4057,49994.5
4073,50334
4074,50343.5
4075,50287.1
4076,50364.8
4077,50363.1
4078,50379.6
4079,50376.7
4080,50386.2
4081,48933.4
4082,50487.6
4083,50462.5
4199,50100.2
4200,48682.3
4201,49096.9
4202,48988.2
4203,49044.4
4204,49050.3
4205,49024.2
4206,48986.5
4207,48616.8
4208,48347.4
4209,48491.5
4210,48461.4
4211,48436
4212,48451.5
4213,48441.6
4214,48421.9
4215,48461.1
4216,48422.5
4217,48903.4
4218,49149.7
4219,48762.8
4220,48426.4
4199,50100.2
4200,48682.3
4201,49096.9
4202,48988.2
4203,49044.4
4204,49050.3
4205,49024.2
4206,48986.5
4207,48616.8
4208,48347.4
4209,48491.5
4210,48461.4
4211,48436
4212,48451.5
4213,48441.6
4214,48421.9
4215,48461.1
4216,48422.5
4217,48903.4
4218,49149.7
4219,48762.8
4220,48426.4
4225,49209.7
4226,48448.6
4227,48388.3
4228,48427
4229,48393.3
4230,49173
4231,48349.5
4232,48396.9
4233,48415.9
4234,48405.2
4235,48387.1
4236,48422.5
4237,48406.3
4238,48441
4239,48406.8
4240,48368.2
4241,48385.4
4242,48426.5
4243,48411.4
4244,48427
4245,48425.3
4246,48447.7
4247,48450.3
4248,48422.3
4249,48432.9
4250,48433
4251,48428.8
4252,48426.1
4253,48451.6
4254,48406.7
4255,48346.6
4256,48369.1
4257,48277.3
4258,48483.3
4259,48464.4
4260,48446.3
4261,48460.9
4262,48512.8
4263,48461.9
4264,48429.1
4265,48419
4266,48431.6
4267,48391.2
4268,48420.7
4269,48801.2
4270,48435.8
4271,48464.7
4272,48466.2
4273,48364
4274,48380.4
4275,48332.2
4276,48689.7
4277,48436.7
